index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
597,cg19891210,-0.045826303,10,35211273,CREM,CREM,1390,conserved gene and region in mouse and human,CREM_threeUTR,3' UTR,18,3268109,Crem
598,cg19912994,0.113125304,1,110211633,KCNC4,KCNC4,3749,conserved gene and region in mouse and human,KCNC4_Exon,Promoter (<=1kb),3,107458756,Kcnc4
599,cg19927064,0.499713498,12,48818919,CACNB3,CACNB3,784,conserved gene and region in mouse and human,CACNB3_fiveUTR,5' UTR,15,98635158,Cacnb3
600,cg19931377,-0.038987411,3,114616166,ZBTB20,ZBTB20,26137,conserved gene and region in mouse and human,ZBTB20_Intron,"Intron (ENST00000357258.8/26137, intron 5 of 9)",16,43371397,Zbtb20
601,cg19981759,0.106598551,3,147409413,LOC440982,ZIC1,440982,mapped to different gene in human and mouse,LOC440982_fiveUTR,5' UTR,9,91365750,Zic1
602,cg20023049,0.00073896,12,7142946,CLSTN3,CLSTN3,9746,conserved gene and region in mouse and human,CLSTN3_Exon,"Exon (ENST00000266546.11/9746, exon 11 of 18)",6,124449853,Clstn3
603,cg20025209,-0.006134412,18,62264820,RELCH,RELCH,57614,"mapped in human, not mapped in mouse",RELCH_Exon,"Exon (ENST00000644646.1/57614, exon 18 of 29)",1,105726434,Relch
604,cg20033770,0.018482233,17,7910553,CHD3,CHD3,1107,conserved gene but different region in human and mouse,CHD3_threeUTR,3' UTR,11,69345508,Chd3
605,cg20049544,-0.044897523,4,77776300,CNOT6L,CNOT6L,246175,"mapped in human, not mapped in mouse",CNOT6L_Exon,"Exon (ENST00000649644.1/246175, exon 2 of 12)",5,96134088,Cnot6l
606,cg20076842,-0.052299545,3,28576252,ZCWPW2,LINC00693,152098,"mapped in human, not mapped in mouse",ZCWPW2_fiveUTR,5' UTR,9,117872712,Rbms3
607,cg20083419,-0.040762378,15,59994745,FOXB1,FOXB1,27023,"mapped in human, not mapped in mouse",FOXB1_Promoter,Promoter (9-10kb),9,69769847,Foxb1
608,cg20100200,0.056578028,14,63375966,PPP2R5E,PPP2R5E,5529,"mapped in human, not mapped in mouse",PPP2R5E_threeUTR,3' UTR,,,
609,cg20194417,0.015584833,9,35801926,NPR2,NPR2,4882,conserved gene and region in mouse and human,NPR2_Exon,"Exon (ENST00000342694.6/4882, exon 9 of 22)",4,43643335,Npr2
610,cg20212950,-0.326965365,6,163566741,QKI,QKI,9444,conserved gene and region in mouse and human,QKI_threeUTR,3' UTR,17,10213412,Qk
611,cg20221627,-0.387823943,11,4091328,STIM1,STIM1,6786,conserved gene and region in mouse and human,STIM1_threeUTR,3' UTR,7,102435430,Stim1
612,cg20306751,-0.329608183,4,139301542,NDUFC1,NAA15,4717,"mapped in human, not mapped in mouse",NDUFC1_fiveUTR,5' UTR,3,51416043,Naa15
613,cg20334331,5.10E-06,5,77847708,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94707168,Gm48316
614,cg20345626,-0.014010139,18,25176283,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13798360,Zfp521
615,cg20370622,0.250081581,4,41748222,PHOX2B,PHOX2B,8929,conserved gene and region in mouse and human,PHOX2B_Promoter,Promoter (<=1kb),5,67098553,Phox2b
616,cg20422755,-0.070184034,14,72553332,RGS6,RGS6,9628,"mapped in human, not mapped in mouse",RGS6_threeUTR,3' UTR,12,83150227,Rgs6
617,cg20424997,0.165044824,16,58588863,CNOT1,CNOT1,23019,"mapped in human, not mapped in mouse",CNOT1_Exon,"Exon (ENST00000317147.10/23019, exon 3 of 49)",8,95775343,Cnot1
618,cg20432508,0.137178144,5,66162474,SREK1,SREK1,140890,mapped to different gene in human and mouse,SREK1_threeUTR,3' UTR,13,103760533,Srek1
619,cg20452275,-0.000245457,3,184320228,EIF4G1,EIF4G1,1981,"mapped in human, not mapped in mouse",EIF4G1_Intron,"Intron (ENST00000346169.6/1981, intron 7 of 32)",16,20678187,Eif4g1
620,cg20483513,-0.038129911,11,67365224,LOC100130987,LOC100130987,100130987,"mapped in human, not mapped in mouse",LOC100130987_Exon,"Exon (ENST00000312438.8/23529, exon 3 of 3)",,,
621,cg20527060,-0.003205307,5,92147931,ARRDC3,ARRDC3,57561,conserved gene and region in mouse and human,ARRDC3_Intron,"Intron (ENST00000507217.5/ENST00000507217.5, intron 1 of 3)",13,80000458,Gm5197
622,cg20565386,0.046997436,19,45068090,CLASRP,CLASRP,11129,conserved gene but different region in human and mouse,CLASRP_Exon,"Exon (ENST00000585432.1/11129, exon 2 of 2)",7,19584747,Clasrp
623,cg20583171,0.003947228,2,222269347,PAX3,PAX3,5077,"mapped in human, not mapped in mouse",PAX3_Intron,"Intron (ENST00000392069.6/5077, intron 4 of 9)",1,78168105,Pax3
624,cg20615601,-0.155652468,5,140115517,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288498,Pura
625,cg20635820,0.093441118,11,85662429,CREBZF,CREBZF,58487,conserved gene and region in mouse and human,CREBZF_threeUTR,3' UTR,7,90445452,Crebzf
626,cg20705693,-0.130463732,7,25951193,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Promoter,Promoter (1-2kb),6,51270949,Nfe2l3
627,cg20766695,0.430661937,9,37026581,PAX5,PAX5,5079,conserved gene but different region in human and mouse,PAX5_Intron,"Intron (ENST00000358127.9/5079, intron 1 of 9)",4,44703419,Pax5
628,cg20804050,-0.410231197,2,118847865,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (<=1kb),1,120602314,En1
629,cg20865948,-0.016083107,17,19940990,AKAP10,AKAP10,11216,conserved gene but different region in human and mouse,AKAP10_threeUTR,3' UTR,11,61904010,Akap10
630,cg20867091,-0.005345927,17,36721897,MRM1,MRM1,79922,mapped to different gene in human and mouse,MRM1_Intergenic_downstream,Distal Intergenic,11,84708437,Mrm1
631,cg20884304,0.04754882,2,143401857,ARHGAP15,ARHGAP15,55843,conserved gene and region in mouse and human,ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44029308,Arhgap15
632,cg20895555,-0.232369006,2,104853928,POU3F3,POU3F3,5455,conserved gene and region in mouse and human,POU3F3_Promoter,Promoter (<=1kb),1,42695581,Pou3f3
633,cg21030623,0.170919872,13,99970165,ZIC5,ZIC5,85416,conserved gene and region in mouse and human,ZIC5_Exon,"Exon (ENST00000267294.4/85416, exon 1 of 2)",14,122463930,Zic5
634,cg21089733,-0.006585158,19,30686844,ZNF536,ZNF536,9745,"mapped in human, not mapped in mouse",ZNF536_Intron,"Intron (ENST00000592773.2/9745, intron 1 of 1)",7,37343047,Zfp536
635,cg21102477,-0.03769471,1,34165243,CSMD2,CSMD2,114784,conserved gene but different region in human and mouse,CSMD2_fiveUTR,Promoter (<=1kb),4,127987887,Csmd2
636,cg21126148,0.02242612,14,49894096,ARF6,ARF6,382,"mapped in human, not mapped in mouse",ARF6_Exon,"Exon (ENST00000298316.7/382, exon 2 of 2)",12,69373153,Arf6
637,cg21180487,0.027751492,1,154171419,TPM3,TPM3,7170,mapped to different gene in human and mouse,TPM3_threeUTR,3' UTR,3,90089116,Tpm3
638,cg21246299,-0.020862072,19,13091530,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 9 of 9)",8,84712673,Nfix
639,cg21278764,-0.027436899,1,38016093,UTP11,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382,Utp11
640,cg21351544,0.108055523,6,149369995,TAB2,TAB2,23118,conserved gene and region in mouse and human,TAB2_fiveUTR,5' UTR,10,7924788,Tab2
641,cg21390586,-0.029650148,14,85621699,FLRT2,FLRT2,23768,"mapped in human, not mapped in mouse",FLRT2_Exon,"Exon (ENST00000330753.6/23768, exon 2 of 2)",12,95779074,Flrt2
642,cg21509426,-0.003749767,10,60892897,RHOBTB1,RHOBTB1,9886,conserved gene but different region in human and mouse,RHOBTB1_Exon,"Exon (ENST00000337910.10/9886, exon 5 of 11)",10,69266284,Rhobtb1
643,cg21510166,0.00463972,10,100787461,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intron,"Intron (ENST00000553492.5/5076, intron 3 of 3)",19,44797139,Pax2
644,cg21513836,-0.001136062,13,102402510,FGF14,FGF14,2259,conserved gene and region in mouse and human,FGF14_Promoter,Promoter (<=1kb),14,124677591,Fgf14
645,cg21590845,-0.027315258,17,38365302,SOCS7,SOCS7,30837,conserved gene and region in mouse and human,SOCS7_Exon,"Exon (ENST00000612932.6/30837, exon 4 of 10)",11,97377039,Socs7
646,cg21602520,-0.029845906,18,63318147,BCL2,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370,Bcl2
647,cg21608448,0.04109936,3,136151451,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101857,Msl2
648,cg21617338,0.073829325,5,88884021,MEF2C-AS1,MEF2C,101929423,mapped to different gene in human and mouse,MEF2C-AS1_Promoter,Promoter (<=1kb),13,83524002,Mef2c
649,cg21633990,0.010667986,9,134830033,COL5A1,COL5A1,1289,conserved gene and region in mouse and human,COL5A1_Exon,"Exon (ENST00000371817.7/1289, exon 64 of 66)",2,28029024,Col5a1
650,cg21703944,-0.120083957,6,35243580,SCUBE3,SCUBE3,222663,conserved gene but different region in human and mouse,SCUBE3_Intron,"Intron (ENST00000274938.8/222663, intron 15 of 21)",17,28165973,Scube3
651,cg21839725,0.028272873,19,35723809,KMT2B,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583384,Kmt2b
652,cg21847954,-0.002589985,1,44536751,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117380245,Rnf220
653,cg21907062,0.178163952,2,174081061,OLA1,OLA1,29789,conserved gene but different region in human and mouse,OLA1_Exon,"Exon (ENST00000462000.1/29789, exon 4 of 4)",2,73099201,Ola1
654,cg22040809,-3.89E-05,6,26522350,HCG11,HCG11,493812,"mapped in human, not mapped in mouse",HCG11_Exon,Promoter (<=1kb),,,
655,cg22057106,-0.129713946,3,114484274,ZBTB20-AS5,ZBTB20,101929754,"mapped in human, not mapped in mouse",ZBTB20-AS5_Intron,"Intron (ENST00000628886.1/101929754, intron 2 of 2)",16,43478362,Zbtb20
656,cg22067905,0.167199443,2,43905631,LRPPRC,LRPPRC,10128,conserved gene and region in mouse and human,LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716566,Lrpprc
657,cg22069272,-0.076681466,13,66631276,PCDH9,PCDH9,5101,conserved gene but different region in human and mouse,PCDH9_threeUTR,3' UTR,14,93326745,Pcdh9
658,cg22100382,0.066634267,2,147512452,ACVR2A,ACVR2A,92,"mapped in human, not mapped in mouse",ACVR2A_Intergenic_upstream,Distal Intergenic,2,48481565,Gm13472
659,cg22122198,0.012861075,15,36756841,C15orf41,C15orf41,84529,conserved gene and region in mouse and human,C15orf41_Intron,"Intron (ENST00000566621.6/84529, intron 10 of 10)",2,115726979,BC052040
660,cg22144210,0.076098271,17,57679579,MSI2,MSI2,124540,conserved gene and region in mouse and human,MSI2_threeUTR,3' UTR,11,88344629,Msi2
661,cg22146484,-0.208264358,8,56211303,PLAG1,PLAG1,5324,"mapped in human, not mapped in mouse",PLAG1_Exon,Promoter (<=1kb),4,3938396,Plag1
662,cg22204849,-0.061520178,10,121517380,FGFR2,FGFR2,2263,conserved gene but different region in human and mouse,FGFR2_threeUTR,3' UTR,7,130198480,Fgfr2
663,cg22212874,-0.007693704,X,41519436,CASK,CASK,8573,"mapped in human, not mapped in mouse",CASK_threeUTR,3' UTR,X,13521220,Cask
664,cg22234802,-0.181007537,5,146230899,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000506502.2/54439, exon 6 of 20)",18,42300492,Rbm27
665,cg22267613,-0.100028464,2,144521227,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,Promoter (<=1kb),2,45114096,Zeb2
666,cg22338839,-0.27893221,13,107866521,FAM155A,FAM155A,728215,conserved gene and region in mouse and human,FAM155A_Exon,Promoter (<=1kb),8,9770943,Fam155a
667,cg22354333,-0.310264817,1,50977563,CDKN2C,CDKN2C,1031,"mapped in human, not mapped in mouse",CDKN2C_Intergenic_downstream,Distal Intergenic,4,109657858,Cdkn2c
668,cg22380921,-0.081145751,3,84959635,CADM2,CADM2,253559,conserved gene and region in mouse and human,CADM2_Exon,Promoter (<=1kb),16,67620203,Cadm2
669,cg22409694,0.019212292,1,87338099,LMO4,LMO4,8543,conserved gene and region in mouse and human,LMO4_Intron,"Intron (ENST00000370544.10/8543, intron 2 of 4)",3,144196044,Lmo4
670,cg22416332,-0.080980926,8,21990865,XPO7,XPO7,23039,conserved gene and region in mouse and human,XPO7_Exon,"Exon (ENST00000252512.14/23039, exon 18 of 28)",14,70682386,Xpo7
671,cg22432362,0.087306049,1,87329763,LMO4,LMO4,8543,conserved gene and region in mouse and human,LMO4_Promoter,Promoter (<=1kb),3,144204322,Lmo4
672,cg22454769,0.059316456,2,105399310,FHL2,FHL2,2274,"mapped in human, not mapped in mouse",FHL2_fiveUTR,Promoter (<=1kb),,,
673,cg22588813,0.053902284,14,39176528,PNN,PNN,5411,"mapped in human, not mapped in mouse",PNN_Exon,"Exon (ENST00000553331.5/5411, exon 3 of 6)",12,59068286,Pnn
674,cg22661680,-0.105926618,9,106638018,LINC01505,ZNF462,100996590,mapped to different gene in human and mouse,LINC01505_Intron,"Intron (ENST00000637185.1/100996590, intron 3 of 7)",4,54689216,Gm12477
675,cg22673296,-0.009805465,1,208268218,PLXNA2,PLXNA2,5362,"mapped in human, not mapped in mouse",PLXNA2_Exon,"Exon (ENST00000652300.1/ENST00000652300.1, exon 2 of 2)",1,194590000,Plxna2
676,cg22703759,-0.029280695,20,37627644,LINC00489,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,
677,cg22710034,-0.037207149,X,136874425,RBMX,RBMX,27316,mapped to different gene in human and mouse,RBMX_threeUTR,3' UTR,X,57387366,Rbmx
678,cg22805522,0.062885779,1,63318178,LINC00466,LINC00466,199899,"mapped in human, not mapped in mouse",LINC00466_Promoter,Promoter (<=1kb),,,
679,cg22882174,0.064524491,8,38423109,FGFR1,FGFR1,2260,conserved gene but different region in human and mouse,FGFR1_Exon,"Exon (ENST00000341462.8/2260, exon 8 of 19)",8,25563439,Fgfr1
680,cg22901671,-0.022459391,X,107604355,FRMPD3,PRPS1,84443,conserved gene and region in mouse and human,FRMPD3_threeUTR,3' UTR,X,140434550,Frmpd3
681,cg22903204,0.013940128,1,10672589,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148921985,Casz1
682,cg22914193,-0.000212958,16,72978361,ZFHX3,ZFHX3,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000268489.10/463, intron 1 of 9)",8,108775430,Zfhx3
683,cg22943590,-0.115546163,2,66421665,MEIS1,MEIS1-AS3,4211,"mapped in human, not mapped in mouse",MEIS1_Intergenic_upstream,Distal Intergenic,,,
684,cg23076498,0.002058465,8,76681260,ZFHX4-AS1,ZFHX4-AS1,100192378,mapped to different gene in human and mouse,ZFHX4-AS1_fiveUTR,5' UTR,3,5218567,Zfhx4
685,cg23087015,0.294324742,15,72319625,CELF6,CELF6,60677,"mapped in human, not mapped in mouse",CELF6_threeUTR,Promoter (<=1kb),9,59578626,Celf6
686,cg23088328,0.057521826,1,170661790,PRRX1,PRRX1,5396,"mapped in human, not mapped in mouse",PRRX1_Promoter,Promoter (<=1kb),1,163314942,Prrx1
687,cg23089474,0.35836149,5,142357056,SPRY4-AS1,SPRY4,101926941,mapped to different gene in human and mouse,SPRY4-AS1_Intron,"Intron (ENST00000510311.5/101926941, intron 3 of 3)",18,38631673,Spry4
688,cg23108693,-0.01793337,8,41629392,GPAT4,NKX6-3,137964,"mapped in human, not mapped in mouse",GPAT4_Intergenic_downstream,Distal Intergenic,8,23168937,Gpat4
689,cg23120731,-0.017842342,X,69082336,PJA1,PJA1,64219,mapped to different gene in human and mouse,PJA1_Intergenic_downstream,Distal Intergenic,X,99390043,Pja1
690,cg23148651,0.165415598,6,21593626,SOX4,SOX4,6659,conserved gene and region in mouse and human,SOX4_Promoter,Promoter (<=1kb),13,28953813,Sox4
691,cg23183090,-0.033949768,2,31893253,MEMO1,MEMO1,51072,"mapped in human, not mapped in mouse",MEMO1_Exon,"Exon (ENST00000413686.1/51072, exon 6 of 7)",,,
692,cg23272565,0.036808152,10,129571632,MGMT,MGMT,4255,"mapped in human, not mapped in mouse",MGMT_Intron,"Intron (ENST00000306010.8/4255, intron 2 of 4)",7,136980838,Mgmt
693,cg23287176,0.016106371,1,10672330,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148922240,Casz1
694,cg23298936,0.000374762,1,10713154,CASZ1,CASZ1,54897,"mapped in human, not mapped in mouse",CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 2 of 20)",4,148882443,Casz1
695,cg23314464,0.002465969,19,35723890,KMT2B,KMT2B,9757,"mapped in human, not mapped in mouse",KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583300,Kmt2b
696,cg23337318,0.123154136,1,61157563,NFIA,NFIA,4774,"mapped in human, not mapped in mouse",NFIA_Intron,"Intron (ENST00000371191.5/4774, intron 2 of 10)",4,97844974,Nfia
697,cg23344477,-0.047520685,19,41928629,LOC100505585,ARHGEF1,100505585,mapped to different gene in human and mouse,LOC100505585_Exon,"Exon (ENST00000594513.1/100505585, exon 1 of 2)",7,24944902,Erfl
698,cg23405931,0.000649456,1,91513975,CDC7,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628,Cdc7
699,cg23415880,0.154549033,13,27792287,GSX1,GSX1,219409,conserved gene and region in mouse and human,GSX1_Promoter,Promoter (<=1kb),5,147188486,Gsx1
700,cg23423329,-0.045249336,6,30741603,FLOT1,FLOT1,10211,"mapped in human, not mapped in mouse",FLOT1_Exon,"Exon (ENST00000376389.8/10211, exon 4 of 13)",17,35824331,Flot1
701,cg23449696,0.101267265,3,147408155,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Intron,"Intron (ENST00000472523.1/440982, intron 1 of 1)",9,91367271,Zic4
702,cg23510032,-0.089145078,9,2159889,SMARCA2,SMARCA2,6595,conserved gene but different region in human and mouse,SMARCA2_Exon,"Exon (ENST00000635133.1/6595, exon 2 of 6)",19,26749927,Smarca2
703,cg23567910,0.044408355,19,30224550,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Promoter,Promoter (3-4kb),7,37773800,Zfp536
704,cg23573900,0.011968938,5,139677209,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35855759,Cxxc5
705,cg23646867,0.031537872,6,41593729,FOXP4,FOXP4,116113,conserved gene and region in mouse and human,FOXP4_Intron,"Intron (ENST00000373060.5/116113, intron 13 of 16)",17,47872445,Foxp4
706,cg23752476,0.009113496,3,114875122,ZBTB20-AS3,ZBTB20,104413890,mapped to different gene in human and mouse,ZBTB20-AS3_Intron,"Intron (ENST00000498630.1/104413890, intron 2 of 2)",16,43098373,Zbtb20
707,cg23778391,-0.118417685,1,10698402,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 3 of 20)",4,148897401,Casz1
708,cg23783364,0.049167972,4,84443569,NKX6-1,NKX6-1,4825,conserved gene and region in mouse and human,NKX6-1_Intergenic_downstream,Distal Intergenic,5,101603254,Nkx6-1
709,cg23940242,-0.028748,2,163735054,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_fiveUTR,Promoter (<=1kb),2,64097046,Fign
710,cg23948922,-0.09690135,2,221425936,EPHA4,EPHA4,2043,"mapped in human, not mapped in mouse",EPHA4_threeUTR,3' UTR,1,77373643,Epha4
711,cg23985931,0.22094267,13,78594976,OBI1-AS1,OBI1-AS1,100874222,mapped to different gene in human and mouse,OBI1-AS1_Intron,"Intron (ENST00000607205.5/100874222, intron 2 of 3)",14,104459378,Pou4f1
712,cg23998570,-0.044892504,2,176075839,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651371,Evx2
713,cg24024857,-0.198250856,9,124769884,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925380,Nr6a1
714,cg24055081,-0.095379443,6,12013251,HIVEP1,HIVEP1,3096,conserved gene but different region in human and mouse,HIVEP1_Intron,"Intron (ENST00000491710.5/3096, intron 1 of 3)",13,42052911,Hivep1
715,cg24087602,-0.08416399,2,178752226,TTN-AS1,TTN,100506866,mapped to different gene in human and mouse,TTN-AS1_Intron,"Intron (ENST00000659121.1/101927055, intron 6 of 12)",2,76920657,Ttn
716,cg24104506,0.001033712,6,50718313,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Intron,"Intron (ENST00000008391.3/83741, intron 2 of 7)",1,19107500,Tfap2d
717,cg24352905,0.509274972,5,77645452,OTP,OTP,23440,conserved gene and region in mouse and human,OTP_Promoter,Promoter (5-6kb),13,94869014,Otp
718,cg24393114,0.073844273,13,42720528,FAM216B,FAM216B,144809,mapped to different gene in human and mouse,FAM216B_Intergenic_upstream,Distal Intergenic,14,78159796,Gm48959
719,cg24434315,0.005007768,1,215963874,USH2A,USH2A,7399,"mapped in human, not mapped in mouse",USH2A_Intron,"Intron (ENST00000307340.8/7399, intron 37 of 71)",1,188656553,Ush2a
720,cg24488281,-0.121955062,2,144520539,ZEB2-AS1,ZEB2-AS1,100303491,mapped to different gene in human and mouse,ZEB2-AS1_Exon,"Exon (ENST00000427278.8/100303491, exon 3 of 3)",2,45113399,Zeb2
721,cg24504442,0.194803463,15,37099474,MEIS2,MEIS2,4212,conserved gene and region in mouse and human,MEIS2_fiveUTR,5' UTR,2,116064821,Meis2
722,cg24551749,0.028108724,12,53677516,ATP5MC2,ATP5MC2,517,mapped to different gene in human and mouse,ATP5MC2_Promoter,Promoter (<=1kb),15,102672488,Atp5g2
723,cg24557436,0.065404134,9,81687376,TLE1,TLE1,7088,conserved gene and region in mouse and human,TLE1_Exon,"Exon (ENST00000376499.8/7088, exon 2 of 20)",4,72199339,Tle1
724,cg24580312,0.000265712,12,67302478,CAND1,CAND1,55832,"mapped in human, not mapped in mouse",CAND1_Exon,"Exon (ENST00000545606.6/55832, exon 8 of 15)",10,119213683,Cand1
725,cg24597392,0.180382833,22,35768289,RBFOX2,RBFOX2,23543,conserved gene and region in mouse and human,RBFOX2_Exon,"Exon (ENST00000405409.6/23543, exon 5 of 12)",15,77105657,Rbfox2
726,cg24615318,-0.018397649,2,163735042,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_fiveUTR,Promoter (<=1kb),2,64097034,Fign
727,cg24653269,-0.10026128,11,118916022,BCL9L,BCL9L,283149,conserved gene and region in mouse and human,BCL9L_Intron,"Intron (ENST00000526143.2/283149, intron 1 of 7)",9,44493251,Bcl9l
728,cg24866378,-0.062429257,15,64462037,TRIP4,ZNF609,9325,mapped to different gene in human and mouse,TRIP4_Intron,"Intron (ENST00000416172.1/ENST00000416172.1, intron 1 of 1)",9,65826315,Zfp609
729,cg24866418,0.312536745,3,9552398,LHFPL4,LHFPL4,375323,conserved gene and region in mouse and human,LHFPL4_Exon,"Exon (ENST00000287585.8/375323, exon 2 of 4)",6,113193942,Lhfpl4
730,cg24924928,0.072277747,17,29286101,NUFIP2,NUFIP2,57532,conserved gene and region in mouse and human,NUFIP2_Exon,"Exon (ENST00000225388.9/57532, exon 2 of 4)",11,77693144,Nufip2
731,cg24927890,-0.05302626,5,150600964,SYNPO,SYNPO,11346,conserved gene and region in mouse and human,SYNPO_Promoter,Promoter (<=1kb),,,
732,cg24952195,0.065856574,3,18356048,SATB1,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51746925,Satb1
733,cg24975211,-0.008658588,17,40093013,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768150,Nr1d1
734,cg25047480,0.159832314,14,23095052,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_Exon,Promoter (<=1kb),14,54686546,1700123O20Rik
735,cg25055739,-0.042345772,17,52157819,CA10,CA10,56934,conserved gene and region in mouse and human,CA10_fiveUTR,5' UTR,11,93100192,Car10
736,cg25108269,-0.043015876,9,126437685,MVB12B,MVB12B,89853,"mapped in human, not mapped in mouse",MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33788918,Mvb12b
737,cg25139325,-0.42765557,1,167222453,POU2F1,POU2F1,5451,conserved gene and region in mouse and human,POU2F1_Intron,"Intron (ENST00000559038.5/5451, intron 1 of 4)",1,166001158,Pou2f1
738,cg25140691,0.0033839,17,40351071,RARA,RARA,5914,"mapped in human, not mapped in mouse",RARA_Intron,"Intron (ENST00000254066.10/5914, intron 4 of 8)",11,98969327,Rara
739,cg25184118,-0.108871608,11,64690444,NRXN2,NRXN2,9379,"mapped in human, not mapped in mouse",NRXN2_Exon,"Exon (ENST00000377551.5/9379, exon 4 of 22)",,,
740,cg25184464,-0.011889066,14,32941510,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 1 of 10)",12,53255134,Npas3
741,cg25195795,0.076087466,10,21518323,SKIDA1,SKIDA1,387640,mapped to different gene in human and mouse,SKIDA1_fiveUTR,5' UTR,2,18048863,Skida1
742,cg25217825,0.003216797,8,136042419,LINC02055,KHDRBS3,107986980,mapped to different gene in human and mouse,LINC02055_Intron,"Intron (ENST00000650054.1/ENST00000650054.1, intron 2 of 5)",15,69499591,Gm5216
743,cg25229850,-0.060918021,9,17332620,CNTLN,CNTLN,54875,"mapped in human, not mapped in mouse",CNTLN_Exon,"Exon (ENST00000380647.8/54875, exon 10 of 26)",4,84996470,Cntln
744,cg25278124,0.159114903,1,27552111,AHDC1,AHDC1,27245,conserved gene and region in mouse and human,AHDC1_Exon,"Exon (ENST00000247087.10/27245, exon 5 of 6)",4,133061453,Ahdc1
745,cg25368206,0.016105737,10,75703821,LRMDA,LRMDA,83938,conserved gene and region in mouse and human,LRMDA_Intron,"Intron (ENST00000611255.5/83938, intron 2 of 6)",14,22250220,Lrmda
746,cg25381383,0.041631536,15,37102429,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067922,Meis2
747,cg25410683,-0.085329616,18,48921744,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Exon,"Exon (ENST00000262158.7/4092, exon 4 of 4)",18,75393992,Smad7
