index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
600,cg27430422,0.503727168,17,35824152,TAF15,TAF15,8148,conserved gene and region in mouse and human,TAF15_Exon,"Exon (ENST00000604879.5/8148, exon 7 of 10)",11,83488999,Taf15
601,cg27492942,-0.118860911,17,38729712,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685376,Mllt6
602,cg01352789,-0.110863183,18,34223228,NOL4,NOL4,8715,conserved gene and region in mouse and human,NOL4_Exon,Promoter (<=1kb),18,23040017,Nol4
603,cg01450059,-0.102338504,18,25140479,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13765184,Zfp521
604,cg02184281,-0.024118013,18,48921427,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Exon,"Exon (ENST00000262158.7/4092, exon 4 of 4)",18,75394309,Smad7
605,cg27547112,0.087689373,9,83973650,HNRNPK,HNRNPK,3190,conserved gene but different region in human and mouse,HNRNPK_Intron,"Intron (ENST00000448389.1/ENST00000448389.1, intron 1 of 1)",13,58395939,Hnrnpk
606,cg01301326,-0.063319619,X,40155180,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136912,Bcor
607,cg25410683,-0.052597306,18,48921744,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Exon,"Exon (ENST00000262158.7/4092, exon 4 of 4)",18,75393992,Smad7
608,cg01631669,-0.312270186,19,31346540,TSHZ3,TSHZ3,57616,conserved gene and region in mouse and human,TSHZ3_Intron,"Intron (ENST00000651361.1/57616, intron 1 of 6)",7,36700821,Tshz3
609,cg02376954,-0.625658462,19,1425897,DAZAP1,DAZAP1,26528,conserved gene and region in mouse and human,DAZAP1_Exon,"Exon (ENST00000336761.10/26528, exon 7 of 13)",10,80280948,Dazap1
610,cg02753151,0.070525764,19,10642919,SLC44A2,SLC44A2,57153,"mapped in human, not mapped in mouse",SLC44A2_Exon,"Exon (ENST00000586078.5/57153, exon 22 of 22)",9,21353023,Slc44a2
611,cg20424997,0.731503702,16,58588863,CNOT1,CNOT1,23019,"mapped in human, not mapped in mouse",CNOT1_Exon,"Exon (ENST00000317147.10/23019, exon 3 of 49)",8,95775343,Cnot1
612,cg23869573,-0.072702424,16,7710713,RBFOX1,RBFOX1,54715,conserved gene but different region in human and mouse,RBFOX1_threeUTR,3' UTR,16,7409781,Rbfox1
613,cg05817746,-0.006455397,1,44296999,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000456170.6/79033, intron 3 of 6)",4,117605269,Eri3
614,cg05866252,-0.187102817,1,41381046,FOXO6,EDN2,100132074,conserved gene and region in mouse and human,FOXO6_Intron,"Intron (ENST00000372591.1/100132074, intron 1 of 1)",4,120269757,Foxo6
615,cg06004718,-0.209343459,1,167398080,POU2F1,POU2F1,5451,"mapped in human, not mapped in mouse",POU2F1_threeUTR,3' UTR,1,165896489,Pou2f1
616,cg06244551,-0.079194018,1,35184683,SFPQ,SFPQ,6421,conserved gene and region in mouse and human,SFPQ_Intron,"Intron (ENST00000460428.5/6421, intron 3 of 5)",4,127029736,Sfpq
617,cg06392591,-0.021838112,1,164651460,PBX1,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059,Pbx1
618,cg06413694,-0.05055116,1,213340471,RPS6KC1,RPS6KC1,26750,conserved gene but different region in human and mouse,RPS6KC1_Intergenic_downstream,Distal Intergenic,1,190713945,Rps6kc1
619,cg06607996,-0.351765383,1,155005126,ZBTB7B,ZBTB7B,51043,conserved gene and region in mouse and human,ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89390863,Zbtb7b
620,cg15254020,0.027928649,9,123422950,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832524,Dennd1a
621,cg16571746,0.04790418,9,14314661,NFIB,NFIB,4781,"mapped in human, not mapped in mouse",NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",,,
622,cg16764258,0.000148929,9,123422862,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 14 of 17)",2,37832437,Dennd1a
623,cg17437489,-0.363203186,9,125763666,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34355947,Pbx3
624,cg17516812,-0.074905312,9,16773158,BNC2,BNC2,54796,conserved gene and region in mouse and human,BNC2_Intron,"Intron (ENST00000380672.9/54796, intron 1 of 6)",4,84586639,Bnc2
625,cg04707251,-0.243036498,2,38581978,HNRNPLL,HNRNPLL,92906,conserved gene and region in mouse and human,HNRNPLL_Exon,"Exon (ENST00000449105.8/92906, exon 6 of 13)",17,80048673,Hnrnpll
626,cg05243338,-0.156998923,2,199380434,SATB2,SATB2,23314,"mapped in human, not mapped in mouse",SATB2_Exon,"Exon (ENST00000417098.6/23314, exon 5 of 11)",1,56898016,Satb2
627,cg05322294,-0.006753101,2,144520585,ZEB2-AS1,ZEB2-AS1,100303491,mapped to different gene in human and mouse,ZEB2-AS1_fiveUTR,5' UTR,2,45113445,Zeb2
628,cg05359706,0.000826214,2,178331552,OSBPL6,OSBPL6,114880,"mapped in human, not mapped in mouse",OSBPL6_Exon,"Exon (ENST00000392505.6/114880, exon 6 of 26)",2,76548319,Osbpl6
629,cg05535461,0.159065181,2,172072476,METAP1D,METAP1D,254042,conserved gene and region in mouse and human,METAP1D_Intron,"Intron (ENST00000315796.5/254042, intron 6 of 9)",2,71517174,Metap1d
630,cg08402704,0.144376177,1,90851824,LINC01763,BARHL2,105378854,mapped to different gene in human and mouse,LINC01763_Exon,Promoter (<=1kb),5,106574936,Gm17304
631,cg25139325,-0.469892649,1,167222453,POU2F1,POU2F1,5451,conserved gene and region in mouse and human,POU2F1_Intron,"Intron (ENST00000559038.5/5451, intron 1 of 4)",1,166001158,Pou2f1
632,cg25278124,0.242845815,1,27552111,AHDC1,AHDC1,27245,conserved gene and region in mouse and human,AHDC1_Exon,"Exon (ENST00000247087.10/27245, exon 5 of 6)",4,133061453,Ahdc1
633,cg25323457,-0.038107517,1,26723984,ARID1A,ARID1A,8289,conserved gene and region in mouse and human,ARID1A_Intron,"Intron (ENST00000430799.7/8289, intron 1 of 19)",4,133729480,Arid1a
634,cg25687751,-0.643612656,1,35181211,SFPQ,SFPQ,6421,conserved gene but different region in human and mouse,SFPQ_Exon,"Exon (ENST00000490668.5/6421, exon 1 of 4)",4,127032728,Sfpq
635,cg21633990,0.031235546,9,134830033,COL5A1,COL5A1,1289,conserved gene and region in mouse and human,COL5A1_Exon,"Exon (ENST00000371817.7/1289, exon 64 of 66)",2,28029024,Col5a1
636,cg01772613,0.181563521,12,112252429,HECTD4,HECTD4,283450,"mapped in human, not mapped in mouse",HECTD4_Exon,"Exon (ENST00000550722.5/283450, exon 23 of 76)",5,121302735,Hectd4
637,cg03163184,0.027285849,12,16610213,LMO3,LMO3,55885,conserved gene but different region in human and mouse,LMO3_Promoter,Promoter (<=1kb),6,138426780,Lmo3
638,cg27228973,-0.071520127,1,41404380,FOXO6-AS1,EDN2,101929901,"mapped in human, not mapped in mouse",FOXO6-AS1_Intergenic_upstream,Distal Intergenic,4,120243117,Foxo6
639,cg27245416,0.003333606,1,26772876,ARID1A,ARID1A,8289,conserved gene and region in mouse and human,ARID1A_Exon,"Exon (ENST00000430799.7/8289, exon 14 of 20)",4,133687314,Arid1a
640,cg02553441,-0.017165325,10,91493494,HECTD2,HECTD2-AS1,143279,conserved gene but different region in human and mouse,HECTD2_Exon,"Exon (ENST00000446394.5/143279, exon 15 of 22)",19,36606460,Hectd2
641,cg00587168,0.014934192,2,172093840,DLX1,DLX1,1745,mapped to different gene in human and mouse,DLX1_Intergenic_downstream,Distal Intergenic,2,71538098,Dlx1
642,cg00643485,0.2041363,2,55303112,CCDC88A,CCDC88A,55704,conserved gene but different region in human and mouse,CCDC88A_threeUTR,3' UTR,11,29497382,Ccdc88a
643,cg01571965,0.060989714,2,60460693,BCL11A,BCL11A,53335,conserved gene but different region in human and mouse,BCL11A_threeUTR,3' UTR,11,24164876,Bcl11a
644,cg00489428,0.451606302,17,28759267,FAM222B,FAM222B,55731,"mapped in human, not mapped in mouse",FAM222B_threeUTR,3' UTR,11,78154305,Fam222b
645,cg01209550,-0.006643228,17,48615964,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96281694,Hoxb8
646,cg01293647,-0.090441516,17,39608011,NEUROD2,NEUROD2,4761,conserved gene but different region in human and mouse,NEUROD2_Exon,Promoter (<=1kb),11,98329716,Neurod2
647,cg11642756,-0.056704496,19,13022960,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 1 of 9)",8,84774583,Nfix
648,cg14443903,-0.005264774,19,30718448,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Intergenic_downstream,Distal Intergenic,7,37312574,Zfp536
649,cg14919591,-0.885338833,19,33796112,KCTD15,KCTD15,79047,conserved gene and region in mouse and human,KCTD15_Promoter,Promoter (<=1kb),7,34655153,Kctd15
650,cg15237969,-0.051187636,2,161356198,PSMD14,PSMD14,10213,"mapped in human, not mapped in mouse",PSMD14_Intron,"Intron (ENST00000409682.8/10213, intron 3 of 11)",2,61751456,Psmd14
651,cg15253243,0.241310633,2,219544069,TMEM198,TMEM198,130612,conserved gene and region in mouse and human,TMEM198_fiveUTR,Promoter (<=1kb),1,75479595,Tmem198
652,cg19296119,-0.030187804,15,73774908,INSYN1-AS1,INSYN1,101929221,mapped to different gene in human and mouse,INSYN1-AS1_Intergenic_downstream,Distal Intergenic,9,58467608,Insyn1
653,cg21883915,0.271452209,15,58890390,RNF111,SLTM,54778,mapped to different gene in human and mouse,RNF111_threeUTR,3' UTR,9,70584002,Sltm
654,cg24504442,0.762227834,15,37099474,MEIS2,MEIS2,4212,conserved gene and region in mouse and human,MEIS2_fiveUTR,5' UTR,2,116064821,Meis2
655,cg24866378,-0.246370936,15,64462037,TRIP4,ZNF609,9325,mapped to different gene in human and mouse,TRIP4_Intron,"Intron (ENST00000416172.1/ENST00000416172.1, intron 1 of 1)",9,65826315,Zfp609
656,cg25381383,0.033765255,15,37102429,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067922,Meis2
657,cg25771548,-0.017574131,15,64688789,OAZ2,OAZ2,4947,"mapped in human, not mapped in mouse",OAZ2_threeUTR,3' UTR,9,65689139,Oaz2
658,cg21907062,0.340355424,2,174081061,OLA1,OLA1,29789,conserved gene but different region in human and mouse,OLA1_Exon,"Exon (ENST00000462000.1/29789, exon 4 of 4)",2,73099201,Ola1
659,cg02553697,0.004054561,4,150794947,LRBA,LRBA,987,conserved gene and region in mouse and human,LRBA_Intron,"Intron (ENST00000651943.1/987, intron 34 of 56)",3,86379109,Lrba
660,cg02658193,0.078476331,4,108173473,LEF1-AS1,LEF1-AS1,641518,mapped to different gene in human and mouse,LEF1-AS1_Exon,"Exon (ENST00000436413.5/641518, exon 2 of 3)",3,131106003,Lef1
661,cg02783173,0.160911595,4,112521614,NEUROG2-AS1,NEUROG2,105377372,"mapped in human, not mapped in mouse",NEUROG2-AS1_Intron,"Intron (ENST00000504009.1/105377372, intron 1 of 3)",3,127627577,Neurog2
662,cg02953590,0.246125906,4,140153008,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Exon,"Exon (ENST00000509479.6/55534, exon 1 of 5)",3,52103827,Maml3
663,cg04577801,-0.052730603,4,173531182,HAND2-AS1,HAND2-AS1,79804,mapped to different gene in human and mouse,HAND2-AS1_Exon,"Exon (ENST00000505032.5/79804, exon 3 of 3)",8,57320079,Hand2
664,cg12713245,-0.128752436,12,57529187,MBD6,MBD6,114785,"mapped in human, not mapped in mouse",MBD6_Exon,"Exon (ENST00000355673.8/114785, exon 13 of 13)",10,127282879,Mbd6
665,cg13058338,0.204865934,12,54173598,SMUG1,SMUG1,23583,mapped to different gene in human and mouse,SMUG1_Intron,"Intron (ENST00000635234.1/23583, intron 2 of 4)",15,103146996,Smug1
666,cg21086539,-0.138375644,17,2179694,SMG6,SMG6,23293,conserved gene and region in mouse and human,SMG6_Intron,"Intron (ENST00000263073.11/23293, intron 12 of 18)",11,75047372,Smg6
667,cg22144210,0.093936868,17,57679579,MSI2,MSI2,124540,conserved gene and region in mouse and human,MSI2_threeUTR,3' UTR,11,88344629,Msi2
668,cg22825729,-0.280353901,17,75784934,MIR4738,UNK,100616282,mapped to different gene in human and mouse,MIR4738_Exon,Promoter (<=1kb),11,116030441,Unk
669,cg23059642,0.578902175,7,69599955,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Exon,"Exon (ENST00000644939.1/26053, exon 1 of 19)",,,
670,cg23126309,0.007334863,7,114415330,FOXP2,FOXP2,93986,"mapped in human, not mapped in mouse",FOXP2_fiveUTR,5' UTR,6,15185787,Foxp2
671,cg23510032,-0.127953179,9,2159889,SMARCA2,SMARCA2,6595,conserved gene but different region in human and mouse,SMARCA2_Exon,"Exon (ENST00000635133.1/6595, exon 2 of 6)",19,26749927,Smarca2
672,cg24024857,-0.150887265,9,124769884,NR6A1,NR6A1,2649,conserved gene and region in mouse and human,NR6A1_Intron,"Intron (ENST00000487099.7/2649, intron 1 of 9)",2,38925380,Nr6a1
673,cg24638399,0.016383802,9,125845524,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34287033,Pbx3
674,cg15701287,-0.030447681,17,29081208,MYO18A,MYO18A,399687,conserved gene and region in mouse and human,MYO18A_Intron,"Intron (ENST00000527372.6/399687, intron 41 of 41)",11,77858767,Myo18a
675,cg17114460,0.321622952,17,28884283,FLOT2,FLOT2,2319,conserved gene and region in mouse and human,FLOT2_Exon,"Exon (ENST00000394906.6/2319, exon 5 of 13)",11,78054816,Flot2
676,cg17417202,0.037063532,17,48626252,HOXB7,HOXB9,3217,mapped to different gene in human and mouse,HOXB7_Exon,"Exon (ENST00000311177.7/3219, exon 1 of 2)",11,96271558,Hoxb9
677,cg17542246,-0.130667192,17,63583649,DCAF7,DCAF7,10238,conserved gene and region in mouse and human,DCAF7_Exon,"Exon (ENST00000614556.5/10238, exon 5 of 7)",11,106051904,Dcaf7
678,cg17554167,0.098616125,17,2063331,SMG6,SMG6,23293,conserved gene and region in mouse and human,SMG6_Intron,"Intron (ENST00000263073.11/23293, intron 18 of 18)",11,75161286,Smg6
679,cg17942396,-0.024172757,5,174734038,MSX2,MSX2,4488,conserved gene and region in mouse and human,MSX2_Intergenic_downstream,Distal Intergenic,13,53463990,Msx2
680,cg18223258,-0.325534132,5,51399170,ISL1,LOC642366,3670,conserved gene and region in mouse and human,ISL1_Intergenic_downstream,Distal Intergenic,13,116294093,Isl1
681,cg18281552,-0.194942786,5,139668241,CXXC5,CXXC5,51523,mapped to different gene in human and mouse,CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",18,35848122,Cxxc5
682,cg18814344,-0.051187126,5,139660961,CXXC5,CXXC5,51523,"mapped in human, not mapped in mouse",CXXC5_Intron,"Intron (ENST00000502295.1/51523, intron 1 of 1)",,,
683,cg19683912,0.032065825,5,77971861,LOC101929154,TBCA,101929154,mapped to different gene in human and mouse,LOC101929154_Intergenic_downstream,Distal Intergenic,13,94596949,Ap3b1
684,cg20432508,0.372522727,5,66162474,SREK1,SREK1,140890,mapped to different gene in human and mouse,SREK1_threeUTR,3' UTR,13,103760533,Srek1
685,cg20453574,-0.024023174,5,66156139,SREK1,SREK1,140890,mapped to different gene in human and mouse,SREK1_threeUTR,3' UTR,13,103766959,Srek1
686,cg20945212,9.88E-05,5,146701093,PPP2R2B,PPP2R2B,5521,conserved gene but different region in human and mouse,PPP2R2B_threeUTR,3' UTR,18,42741144,Ppp2r2b
687,cg21482536,-0.005529324,5,81751012,SSBP2,SSBP2,23635,conserved gene but different region in human and mouse,SSBP2_fiveUTR,Promoter (<=1kb),13,91461216,Ssbp2
688,cg23320654,0.044461028,17,65558878,AXIN2,AXIN2,8313,conserved gene and region in mouse and human,AXIN2_Intron,"Intron (ENST00000307078.10/8313, intron 1 of 10)",11,108923011,Axin2
689,cg05844937,0.162402096,6,1613906,FOXC1,FOXC1,2296,conserved gene but different region in human and mouse,FOXC1_Intergenic_downstream,Distal Intergenic,13,31810652,Foxc1
690,cg06472065,-0.076421703,6,33426669,SYNGAP1,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403,Syngap1
691,cg07476673,0.257431391,6,170293832,DLL1,DLL1,28514,conserved gene but different region in human and mouse,DLL1_Intron,"Intron (ENST00000630384.2/84498, intron 1 of 10)",17,15378866,Dll1
692,cg22188876,-0.149965548,6,35243603,SCUBE3,SCUBE3,222663,conserved gene and region in mouse and human,SCUBE3_Exon,"Exon (ENST00000274938.8/222663, exon 16 of 22)",17,28165996,Scube3
693,cg12382554,-0.184887548,8,104869303,ZFPM2,LRP12,23414,mapped to different gene in human and mouse,ZFPM2_Intron,"Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)",15,40256401,9330182O14Rik
694,cg12813831,0.027144764,8,59657932,LOC100505501,TOX,100505501,mapped to different gene in human and mouse,LOC100505501_Intergenic_downstream,Distal Intergenic,4,7596412,Gm11794
695,cg07388493,-0.08473807,1,39025787,NDUFS5,NDUFS5,4725,"mapped in human, not mapped in mouse",NDUFS5_Promoter,Promoter (<=1kb),,,
696,cg18349747,0.227616723,17,7884380,NAA38,CHD3,84316,mapped to different gene in human and mouse,NAA38_Promoter,Promoter (<=1kb),11,69369797,Chd3
697,cg04996684,0.186591247,1,197675972,DENND1B,DENND1B,163486,"mapped in human, not mapped in mouse",DENND1B_Intron,"Intron (ENST00000620048.6/163486, intron 3 of 22)",1,139038361,Dennd1b
698,cg10945667,-0.400708539,13,91347608,MIR17HG,MIR17HG,407975,mapped to different gene in human and mouse,MIR17HG_Promoter,Promoter (<=1kb),14,115040890,Gpc5
699,cg13294690,-0.071546091,13,83881566,SLITRK1,SLITRK1,114798,"mapped in human, not mapped in mouse",SLITRK1_fiveUTR,Promoter (<=1kb),14,108913336,Slitrk1
700,cg13943045,-0.055736719,13,57666442,PCDH17,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Intron,"Intron (ENST00000377918.8/27253, intron 1 of 3)",14,84477296,Pcdh17
701,cg15425194,0.181848899,13,35470857,NBEA,NBEA,26960,conserved gene but different region in human and mouse,NBEA_Intron,"Intron (ENST00000400445.7/26960, intron 40 of 57)",3,55787862,Nbea
702,cg07014363,0.110807787,11,131562171,NTM,NTM,50863,conserved gene and region in mouse and human,NTM_Intron,"Intron (ENST00000374791.7/50863, intron 1 of 7)",9,29771589,Ntm
703,cg07987507,0.054781106,11,83484266,DLG2,DLG2,1740,conserved gene and region in mouse and human,DLG2_Intron,"Intron (ENST00000280241.12/1740, intron 15 of 21)",7,92417185,Dlg2
704,cg05456580,0.043446044,14,31135533,HECTD1,HECTD1,25831,"mapped in human, not mapped in mouse",HECTD1_Exon,"Exon (ENST00000399332.6/25831, exon 21 of 43)",12,51774708,Hectd1
705,cg18987683,-0.056409712,3,160565270,KPNA4,KPNA4,3840,conserved gene and region in mouse and human,KPNA4_Exon,Promoter (<=1kb),3,69126788,Kpna4
706,cg19054310,-0.116011627,3,169579380,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30416739,Mecom
707,cg07875786,0.493942107,5,93583221,NR2F1,NR2F1,7025,mapped to different gene in human and mouse,NR2F1_fiveUTR,Promoter (<=1kb),13,78200391,Nr2f1
708,cg08212459,0.030526829,5,77847813,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94707063,Gm48316
709,cg08662919,-0.032322384,5,92695765,NR2F1-AS1,NR2F1-AS1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Intergenic_downstream,Distal Intergenic,13,79277995,Gm48470
710,cg27300575,-0.186010205,11,102209523,YAP1,YAP1,10413,conserved gene and region in mouse and human,YAP1_Exon,"Exon (ENST00000282441.10/10413, exon 6 of 9)",9,7950532,Yap1
711,cg00689383,-0.0170681,6,146399362,GRM1,GRM1,2911,"mapped in human, not mapped in mouse",GRM1_Exon,"Exon (ENST00000492807.6/2911, exon 8 of 10)",10,10719559,Grm1
712,cg01224972,0.092310293,6,108280569,AFG1L,AFG1L,246269,conserved gene but different region in human and mouse,AFG1L_Intergenic_upstream,Distal Intergenic,10,42487106,Afg1l
713,cg04080945,-0.075854427,13,72197548,DACH1,DACH1,1602,conserved gene and region in mouse and human,DACH1_Intergenic_upstream,Distal Intergenic,14,98536605,Gm49017
714,cg03626038,-0.545398615,16,9116780,C16orf72,C16orf72,29035,conserved gene and region in mouse and human,C16orf72_Exon,"Exon (ENST00000327827.12/29035, exon 4 of 4)",16,8855906,1810013L24Rik
715,cg03909491,0.024160011,16,51245157,SALL1,SALL1,6299,conserved gene but different region in human and mouse,SALL1_Intron,"Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)",8,89153120,Gm6625
716,cg03917360,0.098044516,16,54543200,LINC02140,IRX3,100996345,mapped to different gene in human and mouse,LINC02140_Exon,"Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)",8,92026859,Irx3
717,cg04817453,0.069853175,16,73053847,ZFHX3,ZFHX3,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000397992.5/463, intron 1 of 8)",,,
718,cg06736685,-0.232400342,16,85555743,GSE1,GSE1,23199,mapped to different gene in human and mouse,GSE1_Intron,"Intron (ENST00000637419.1/23199, intron 2 of 2)",8,120488490,Gse1
719,cg08378313,-0.141158521,16,73167435,ZFHX3,HCCAT5,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 5 of 17)",8,108599146,Zfhx3
720,cg05750171,-0.198750683,19,42080086,ZNF574,ZNF574,64763,conserved gene and region in mouse and human,ZNF574_Exon,"Exon (ENST00000222339.7/64763, exon 2 of 2)",7,25081043,Zfp574
721,cg06197482,-0.111734368,19,12996438,NFIX,NFIX,4784,"mapped in human, not mapped in mouse",NFIX_Promoter,Promoter (<=1kb),8,84799616,Nfix
722,cg06459870,-0.067471905,19,1425865,DAZAP1,DAZAP1,26528,conserved gene but different region in human and mouse,DAZAP1_Intron,"Intron (ENST00000336761.10/26528, intron 6 of 12)",10,80280916,Dazap1
723,cg06461219,-0.544014933,19,13022927,NFIX,NFIX,4784,"mapped in human, not mapped in mouse",NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 1 of 9)",8,84774616,Nfix
724,cg20140365,0.20360502,4,54015737,CHIC2,CHIC2,26511,conserved gene and region in mouse and human,CHIC2_Intron,"Intron (ENST00000507166.5/5156, intron 12 of 23)",5,75013123,Chic2
725,cg23783364,0.112686269,4,84443569,NKX6-1,NKX6-1,4825,conserved gene and region in mouse and human,NKX6-1_Intergenic_downstream,Distal Intergenic,5,101603254,Nkx6-1
726,cg21510166,0.120863907,10,100787461,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intron,"Intron (ENST00000553492.5/5076, intron 3 of 3)",19,44797139,Pax2
727,cg22063749,-0.006761592,10,73519952,PPP3CB-AS1,USP54,101929145,mapped to different gene in human and mouse,PPP3CB-AS1_Exon,"Exon (ENST00000600206.5/101929145, exon 4 of 4)",14,20565023,Usp54
728,cg22414596,0.004551734,10,100788017,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intron,"Intron (ENST00000553492.5/5076, intron 3 of 3)",19,44797690,Pax2
729,cg22667099,-0.27575686,10,116962125,SHTN1,SHTN1,57698,conserved gene and region in mouse and human,SHTN1_Intron,"Intron (ENST00000355371.9/57698, intron 3 of 16)",19,59044247,Shtn1
730,cg25195795,0.254922867,10,21518323,SKIDA1,SKIDA1,387640,mapped to different gene in human and mouse,SKIDA1_fiveUTR,5' UTR,2,18048863,Skida1
731,cg01759800,0.012859527,11,115525626,CADM1,CADM1,23705,conserved gene and region in mouse and human,CADM1_Intergenic_upstream,Distal Intergenic,9,47506216,Cadm1
732,cg01975510,0.874906982,11,67250350,KDM2A,KDM2A,22992,conserved gene and region in mouse and human,KDM2A_Exon,"Exon (ENST00000529006.7/22992, exon 17 of 21)",19,4324781,Kdm2a
733,cg02073955,-0.309794322,11,116129526,LINC00900,LINC00900,283143,mapped to different gene in human and mouse,LINC00900_Intergenic_upstream,Distal Intergenic,9,46900048,Gm4791
734,cg18221275,0.054334773,18,46460595,RNF165,RNF165,494470,"mapped in human, not mapped in mouse",RNF165_threeUTR,3' UTR,18,77458451,Rnf165
735,cg12923877,0.30902316,1,70230602,SRSF11,SRSF11,9295,conserved gene and region in mouse and human,SRSF11_Exon,"Exon (ENST00000463116.1/9295, exon 1 of 2)",3,158024713,Srsf11
736,cg13581054,-0.096933726,1,38134567,MIR3659,MIR3659,100500801,mapped to different gene in human and mouse,MIR3659_Intron,"Intron (ENST00000641212.1/ENST00000641212.1, intron 2 of 4)",4,124575332,Pou3f1
737,cg13705955,0.003423817,1,54258201,SSBP3,SSBP3,23648,conserved gene and region in mouse and human,SSBP3_Intron,"Intron (ENST00000326956.11/23648, intron 2 of 13)",4,107027164,Ssbp3
738,cg14258341,-0.070259047,1,46448351,LINC01398,FAAHP1,101929651,mapped to different gene in human and mouse,LINC01398_Intron,"Intron (ENST00000635298.1/729041, intron 1 of 3)",4,115979617,Faah
739,cg17829569,0.126888068,X,39514829,LINC01282,LINC01281,101927449,mapped to different gene in human and mouse,LINC01282_Intergenic_upstream,Distal Intergenic,X,11490190,Gm14515
740,cg19604874,0.304835722,4,30920159,PCDH7,PCDH7,5099,conserved gene but different region in human and mouse,PCDH7_Exon,"Exon (ENST00000511884.6/5099, exon 2 of 3)",5,57913162,Pcdh7
741,cg00292639,-0.158644765,3,52393402,DNAH1,DNAH1,25981,conserved gene and region in mouse and human,DNAH1_Exon,"Exon (ENST00000420323.6/25981, exon 66 of 78)",14,31265961,Dnah1
742,cg15546160,-0.008666375,11,13445066,BTBD10,BTBD10,84280,conserved gene and region in mouse and human,BTBD10_Exon,"Exon (ENST00000278174.9/84280, exon 2 of 9)",7,113351823,Btbd10
743,cg15913680,0.176597543,11,72642299,PDE2A,PDE2A,5138,conserved gene but different region in human and mouse,PDE2A_fiveUTR,5' UTR,7,101451428,Gm45837
744,cg12449245,0.137090626,14,72619953,DPF3,DPF3,8110,conserved gene and region in mouse and human,DPF3_Exon,"Exon (ENST00000556509.5/8110, exon 10 of 11)",12,83216378,Dpf3
745,cg12967137,0.004198906,14,28778399,LINC01551,LINC01551,387978,"mapped in human, not mapped in mouse",LINC01551_Exon,"Exon (ENST00000552957.5/387978, exon 4 of 4)",,,
746,cg13313332,-0.070683094,14,21263267,HNRNPC,HNRNPC,3183,"mapped in human, not mapped in mouse",HNRNPC_fiveUTR,5' UTR,,,
